timetable.subject1.day,timetable.subject1.time,timetable.subject1.room,timetable.subject1.place,timetable.subject1.lesson,timetable.subject1.teacher,timetable.subject1.lessonformat,timetable.subject2.day,timetable.subject2.time,timetable.subject2.room,timetable.subject2.place,timetable.subject2.lesson,timetable.subject2.teacher,timetable.subject2.lessonformat
СР,10:00-11:30,1222 ауд.,"ул.Ломоносова, д.9, лит. М",Математика(Лек),Ершова Юлия Юрьевна,Очно-дистанционный,СР,11:40-13:10,1222 ауд.,"ул.Ломоносова, д.9, лит. М",Математика(Прак),Книга Екатерина Викторовна,Очно-дистанционный
